Full name,Nature of activity,Activity of a close family member,Organisation,Subject matter,Start date,End date,DOI date,PDF
"CAFFIER, David",V. Occasional consultancy,,"Belgische Accreditatie- instelling BELAC, Belgian Organisation of Accreditation, Brussels, Belgium","Auditor in charge of accreditation following ISO 17025, i.e. laboratory accreditation. Evaluation of a laboratory according to international standards (norm ISO 17025 for instance) and to BELAC's rules. Production of an evaluation report given to BELAC, which manages the decision regarding accreditation. I was remunerated by BELAC for these audit missions (2 missions in total).",2004-01,2011-05,2015-10-01,PLH_doi_001.pdf
"CAFFIER, David",V. Occasional consultancy,,"AriaConsult, Paris, France As a member of the consortium which won a call for tender for","assistance to Ukraine in designing a 'twinning fiche' (EU delegation in Kiev, Ukrainian beneficiary), in the field of plant health, AriaConsult relied on my expertise to lead the work to be done. It aimed to adapt plant health administration to implement EU legislation in the context of reinforced relationships between the EU and Ukraine. Fees and per diem according to EU procurement rules.",2011-01,2011-09,2015-10-01,PLH_doi_001.pdf
"CAFFIER, David",VI. Research funding,,,NO INTEREST,,,2015-10-01,PLH_doi_001.pdf
"CAFFIER, David",VII. Intellectual property rights,,,NO INTEREST,,,2015-10-01,PLH_doi_001.pdf
"CAFFIER, David",VIII. Other memberships or affiliations,,"European Commission DG SANCO, Brussels, Belgium","Member of the EU technical group of bacteriologists, delegated by France. Improvement of official laboratory methods in the field of plant bacteriology. Methods and schemes for detection of plant pathogenic bacteria to technically help management of outbreaks and prevention by the NPPOs. I received no remuneration for this activity.",1993-01,2010-09,2015-10-01,PLH_doi_001.pdf
"CAFFIER, David",VIII. Other memberships or affiliations,,"European and Mediterranean Plant Protection Organisation (EPPO), Paris, France","Member of the EPPO technical panel of bacteriologists, delegated by France. Improvement of official laboratory methods in the field of plant bacteriology. Development of methods and schemes for detection of plant pests. I received no remuneration for that activity.",2002-01,2010-09,2015-10-01,PLH_doi_001.pdf
"CAFFIER, David",X. Interests of close family members,,,NO INTEREST,,,2015-10-01,PLH_doi_001.pdf
"CANDRESSE, Thierry",I. Economic interest,,,NO INTEREST,,,2015-07-24,PLH_doi_002.pdf
"CANDRESSE, Thierry",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-07-24,PLH_doi_002.pdf
"CANDRESSE, Thierry",III. Member of a scientific advisory entity,,CTIFL-Centre Technique Interprofessionnel des Fruits et Légumes,Member of scientific council which provides non-binding advice on scientific matters to the direction of the Institute. CTIFL is an interprofessional technical institute providing extension service to fruit and vegetable growers in France (see http://www.ctifl.fr/). It is also responsible for overseeing fruit tree certification in France.,2006-01,2009-01,2015-07-24,PLH_doi_002.pdf
"CANDRESSE, Thierry",III. Member of a scientific advisory entity,,"Centre de coopération internationale en recherche agronomique pour le développement (CIRAD, France)","Member and then President (since May 2011) of the Comité de Programme (equivalent to a scientific council) for the BIOS (Systems Biology) Department of Cirad. The BIOS Departement covers reasearch in plant and animal health, plant breeding and physiology (see http://www.cirad.fr/qui-sommes-nous/le-cirad-en-bref/notre- organisation/departements-scientifiques/systemes-biologiques- bios/presentation). The Comité de Programme acts as an advisory body providing non-binding recommendations and advice to the Director of the Department on scientific and organizational matters (life of the research units, new positions opening...). On average 3-4 meetings/year, 2 days each",2007-01,now,2015-07-24,PLH_doi_002.pdf
"CANDRESSE, Thierry",III. Member of a scientific advisory entity,,European Food Safety Authority,"Chair of WG Viruses and member of Joint WG DOM PRAs. I contributed to 8 opinions on pest risk assessments made by France on viruses and viroids of citrus and banana crops, considered by France as harmful in the French Overseas Departments of French Guiana, Martinique, Guadeloupe and Réunion.",2007-05,2008-05,2015-07-24,PLH_doi_002.pdf
"CANDRESSE, Thierry",III. Member of a scientific advisory entity,,"EFSA, European Food Safety Authority, Italy, Parma",Member - PLH Panel 2009-2012 (PLH),2009-06,2012-06,2015-07-24,PLH_doi_002.pdf
"CANDRESSE, Thierry",III. Member of a scientific advisory entity,,"EFSA, European Food Safety Authority, Italy, Parma",Rapporteur (member) - WG Bemisia tabaci (PLH),2009-12,2010-09,2015-07-24,PLH_doi_002.pdf
"CANDRESSE, Thierry",III. Member of a scientific advisory entity,,"EFSA, European Food Safety Authority, Italy, Parma",Chair - WG solanaceous Pospiviroids (PLH),2010-07,2011-09,2015-07-24,PLH_doi_002.pdf
"CANDRESSE, Thierry",III. Member of a scientific advisory entity,,"EFSA, European Food Safety Authority, Italy, Parma",Hearing Expert - WG Plum pox virus (PLH),2010-08,2011-12,2015-07-24,PLH_doi_002.pdf
"CANDRESSE, Thierry",III. Member of a scientific advisory entity,,"ANSES Agence Nationale de Sécurité Sanitaire, de l'environnement et du Travail","Member of the COT on Plant health and plant protection (Comité d'orientation Thématique Santé et Protection des végétaux) which acts as an advisory body providing non-binding recommendations to ANSES to help it define its strategy and its yearly work program in this field. On average 2 meetings/year, 1 day each",2011-10,now,2015-07-24,PLH_doi_002.pdf
"CANDRESSE, Thierry",III. Member of a scientific advisory entity,,"EFSA, European Food Safety Authority, Italy, Parma",Chair - WG Tospoviruses (PLH),2011-12,2013-03,2015-07-24,PLH_doi_002.pdf
"CANDRESSE, Thierry",III. Member of a scientific advisory entity,,"EFSA, European Food Safety Authority, Italy, Parma",Vice Chair - WG Annex IIAII pest risk assessment (PLH),2011-12,2012-11,2015-07-24,PLH_doi_002.pdf
"CANDRESSE, Thierry",III. Member of a scientific advisory entity,,"EFSA, European Food Safety Authority, Italy, Parma",Vice-Chair - WG Pest risk assessment Dir 2000/29 Annex IIAII (PLH),2012-04,2013-02,2015-07-24,PLH_doi_002.pdf
"CANDRESSE, Thierry",III. Member of a scientific advisory entity,,"EFSA, European Food Safety Authority, Italy, Parma",Member - PLH Panel 2012-2018,2012-07,now,2015-07-24,PLH_doi_002.pdf
"CANDRESSE, Thierry",III. Member of a scientific advisory entity,,"EFSA, European Food Safety Authority, Italy, Parma",Chair - WG Nepoviruses Pest Risk Assessment (PLH),2012-12,2013-10,2015-07-24,PLH_doi_002.pdf
"CANDRESSE, Thierry",III. Member of a scientific advisory entity,,"EFSA, European Food Safety Authority, Italy, Parma",Chair - WG Pollen import risk assessment (PLH),2013-06,2013-10,2015-07-24,PLH_doi_002.pdf
"CANDRESSE, Thierry",III. Member of a scientific advisory entity,,"EFSA, European Food Safety Authority, Italy, Parma",WG on Strawberry Viruses (SCV and SMYEV),2013-10,2014-03,2015-07-24,PLH_doi_002.pdf
"CANDRESSE, Thierry",III. Member of a scientific advisory entity,,"Scientific Council of ANSES (France, Agence nationale de sécurité sanitaire de l’alimentation, de l’environnement et du travail","Member of the Scientific Council of ANSES, the French National Agency for safety of food, environment and the work place (Agence Nationale de sécurité sanitaire de l’alimentation, de l’environnement et du travail) On average 3-4 meeting/year, 1.5 days each",2013-11,now,2015-07-24,PLH_doi_002.pdf
"CANDRESSE, Thierry",III. Member of a scientific advisory entity,,"EFSA, European Food Safety Authority, Italy, Parma",Chair - WG on Strawberry Viruses (SCV and SMYEV) Pest Risk Assessment (PLH),2014-01,2014-04,2015-07-24,PLH_doi_002.pdf
"CANDRESSE, Thierry",III. Member of a scientific advisory entity,,"EFSA, European Food Safety Authority, Italy, Parma",Chair - WG Dir 2000 29 _ viruses,2014-05,now,2015-07-24,PLH_doi_002.pdf
"CANDRESSE, Thierry",III. Member of a scientific advisory entity,,"EFSA, European Food Safety Authority, Italy, Parma",Member - WG Dir 2000 29 Methods,2014-05,now,2015-07-24,PLH_doi_002.pdf
"CANDRESSE, Thierry",IV. Employment,,INRA-Institut National de la Recherche Agronomique,"Research; Head of plant virology group of INRA in Bordeaux. Since january 2011, I am also head of an INRA laboratory in Boreaux, which is active in plant physiology and plant pathology. This laboratory, UMR 1332 Biology du Fruit et Pathology counts about 130 permament or non permanent staff. Research activities focused on the study of plant-virus interactions, diagnostics and characterisation of new plant viruses. No activities on DNA viruses or whitefly borne agents. I am one of the members of a small group of scientist created by the Plant Health division of INRA to adress phytosanitary crises and coordinate the division readiness. I am involved in cooordinating INRA's response to a range of lawsuits in which a number of French growers are suing INRA claiming that INRA is responsible for introducing the M strain of PPV in France in the 1980's and, as such, ultimately responsible for PPV outbreaks that affected their orchards. In this capacity, I interact with both INRA researchers with a knowledge of PPV, of its epidemiology or of historical aspects of work with Prunus crops at INRA in the 1970's to 1990's. I also interact with INRA's lawyers with the ultimate goal to assist the lawyers in the production of documents and argumentation used for INRA's defense (scientific syntheses on knowledge on Sharka, rebutal of INRA opponents theses etc...).",1985-06,now,2015-07-24,PLH_doi_002.pdf
"CANDRESSE, Thierry",V. Occasional consultancy,,,NO INTEREST,,,2015-07-24,PLH_doi_002.pdf
"CANDRESSE, Thierry",VI. Research funding,,European Commission Directorate General Research and Innovation,"Representation of INRA in the Euphresco and in its follow-up EUPHRESCO-2 Phytosanitary ERA-NET, funded under 7th Framework Programme ERA-NET scheme. The projects aim to increase cooperation and coordination of national phytosanitary (statutory plant health) research programmes at the EU level through networking of research activities and mutual opening of national programmes. I do not receive any financial benefit from this activity in my personal capacity.",2006-01,2014-02,2015-07-24,PLH_doi_002.pdf
"CANDRESSE, Thierry",VI. Research funding,,"European Commission, Directorate General Research and Innovation",SharCo (Sharka Containment in view of EU-expansion) - research project funded under 7th Framework Programme Knowledge Based Bio-Economy (FP7 KBBE) scheme. I was involved as virologist specialised on virus strain characterisation and identification of new viruses. I did not receive any financial benefit from this activity in my personal capacity.,2008-03,2012-08,2015-07-24,PLH_doi_002.pdf
"CANDRESSE, Thierry",VI. Research funding,,Association pour la Recherche sur les Nicotianées,Funding in my laboratory of a PhD project on resistance of tobacco to Potato virus Y. The fiunding (180k€ over 3 years) is well below 10% of the annual funding of my laboratory,2014-10,now,2015-07-24,PLH_doi_002.pdf
"CANDRESSE, Thierry",VI. Research funding,,Conseil Interprofessionnel des vins de Bordeaux,Funding of a two year project in my team by the interprofessionnal growers association in Bordeaux on the viruses (virome) infecting the main grapevine varieties and clones used in the Bordeaux region. This projects represents less than 20% of the overall team budget.,2015-05,now,2015-07-24,PLH_doi_002.pdf
"CANDRESSE, Thierry",VII. Intellectual property rights,,,NO INTEREST,,,2015-07-24,PLH_doi_002.pdf
"CANDRESSE, Thierry",VIII. Other memberships or affiliations,,American Phytopathological Society,"Member. The American Phytopathological Society is a nonprofit professional, scientific organization dedicated to the study and control of plant diseases (see http://www.apsnet.org/Pages/default.aspx)",2005-01,now,2015-07-24,PLH_doi_002.pdf
"CANDRESSE, Thierry",X. Interests of close family members,,,NO INTEREST,,,2015-07-24,PLH_doi_002.pdf
"CHATZIVASSILIOU, Elisavet",I. Economic interest,,,NO INTEREST,,,2015-09-15,PLH_doi_003.pdf
"CHATZIVASSILIOU, Elisavet",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-09-15,PLH_doi_003.pdf
"CHATZIVASSILIOU, Elisavet",III. Member of a scientific advisory entity,,,NO INTEREST,,,2015-09-15,PLH_doi_003.pdf
"CHATZIVASSILIOU, Elisavet",IV. Employment,,", (), Democritus Univerity of Thrace, Department of Agricultural Development, Orestiada, GREECE","Position: Lecturer of Plant Pathology. The Democritus University of Thrace is a public entity. The mission of the Department of Agricultural Development is cultivating and promoting the science of Agriculture towards cutting-edge technologies, advancing scientific knowledge in the area of economics and social development as well as techniques and social procedures of development in the field of agriculture and especially in peripheral agricultural regions. The entity has no official responsibilities for risk management (see http://www.agro.duth.gr/index.en.shtml). Personal activities: Teaching (including MSc and graduate students supervision) and research activities focused on the study of of plant viruses transmission mechanisms.",2004-10,2010-06,2015-09-15,PLH_doi_003.pdf
"CHATZIVASSILIOU, Elisavet",IV. Employment,,"Agricultural University of Athens, GREECE, Athens","Position: Assistant Professor of Plant Pathology -Virology. The Agricultural University of Athens is a public entity conducting basic and applied research in the field of agricultural sciences. The mission of the Faculty of Crop Science is to provide a high quality, university education to students, to be engaged in the Greek agricultural sector, to create new knowledge on Crop Science by means of both basic and applied research, and to tackle problems of the rural sector related to the Faculty's scientific fields. The entity has no official responsibilities for risk management (see http://www.aua.gr/index.php & http://efp.aua.gr/en). Personal activities: Teaching (including MSc, PhD and graduate student supervision) and research, focusing on the diagnosis and characterization of plant viruses, the epidemiology and management of insect transmitted plant viruses and the study of plant-virus interactions.",2010-07,now,2015-09-15,PLH_doi_003.pdf
"CHATZIVASSILIOU, Elisavet",IX. Other relevant interest,,Shota Rustaveli National Science Foundation of Georgia (SRNSF),Shota Rustaveli National Science Foundation was established by the order of the Minister of Education and Science of Georgia. Its mission is to provide financial support through state funding to encourage the development of research in Georgia. The Foundation aims at the systemic integration of Georgian science in international research area through open competitions and international review of research projects (see http://www.rustaveli.org.ge/index.php). I acted as an international peer-reviewer of two research projects proposals. Reviews were made electronically and no role was played in the actual funding decision. I didn't receive any funding for this activity.,2012-11,2012-11,2015-09-15,PLH_doi_003.pdf
"CHATZIVASSILIOU, Elisavet",V. Occasional consultancy,,,NO INTEREST,,,2015-09-15,PLH_doi_003.pdf
"CHATZIVASSILIOU, Elisavet",VI. Research funding,,European Commission. 7th Framework Program–SP4 capacities: Research for SMEs,"Project DIVAS 232250: Diversification for tobacco growing farms by the alternative crop Stevia rebaudiana Bertoni. Personal activities: I was involved as a plant pathologist for the detection, identification and management of pathogens and pests in Stevia rebaudiana field trials. I did not receive any financial benefit from this activity in my personal capacity.",2009-10,2013-01,2015-09-15,PLH_doi_003.pdf
"CHATZIVASSILIOU, Elisavet",VI. Research funding,,European Regional Developmental Fund. Operational Programme of the National Strategic Reference Framework: “Education and lifelong learning - investing in knowledge society”.,Project:“THALIS – Democritus University of Thrace – Selection for enhanced yield and tolerance to viral and vascular diseases within lentil landraces”. Personal activities: I am involved as a plant virologist for the detection and analysis of the presence and spread of the aphid transmitted viruses among evaluated and selected lentil plants in a honeycomb experimental design. I do not receive any financial benefit from this activity in my personal,2012-01,now,2015-09-15,PLH_doi_003.pdf
"CHATZIVASSILIOU, Elisavet",VI. Research funding,,European Commission. 7th Framework Program– SP4 capacities: Research for SMEs,"Project title: “Stevia reabaudiana as a diversification alternative for European tobacco farmers to strengthen the European competitiveness” (http://go4stevia.eu/). Personal Activities: I participate in the project as an external scientific consultant, subcontractor of the coordinator (University of Hohenheim) on the activities associated with the development of an integrated production system for Stevia rebaudiana for the tobacco farmers (SME Associations) (WP5 of the project). The project aims to develop a high value-added Novel Food production chain. However, my activity is only associated with the respective farming activities due to my previous experience on the identification and control of pathogens and pests of Stevia rebaudiana (project DIVAS 232250). I participate in my personal capacity.",2013-02,now,2015-09-15,PLH_doi_003.pdf
"CHATZIVASSILIOU, Elisavet",VII. Intellectual property rights,,,NO INTEREST,,,2015-09-15,PLH_doi_003.pdf
"CHATZIVASSILIOU, Elisavet",VIII. Other memberships or affiliations,,Hellenic Phytopathological Society,"Member. Nonprofit, professional scientific organization (see http://efe.aua.gr/en_index.php).",1997-09,now,2015-09-15,PLH_doi_003.pdf
"CHATZIVASSILIOU, Elisavet",VIII. Other memberships or affiliations,,Hellenic Entomological Society,Member. Nonprofit professional scientific organization (see http://www.entsoc.gr/site/index.php?lang=en).,2000-11,now,2015-09-15,PLH_doi_003.pdf
"CHATZIVASSILIOU, Elisavet",VIII. Other memberships or affiliations,,Mediterranean Phytopathological Society,"Member. Nonprofit professional, scientific organization (see http://www.mpu.unifi.it/).",2006-01,now,2015-09-15,PLH_doi_003.pdf
"CHATZIVASSILIOU, Elisavet",VIII. Other memberships or affiliations,,American Phytopathological Society,"Member. Nonprofit professional, scientific organization (see http://www.apsnet.org/Pages/default.aspx).",2006-01,now,2015-09-15,PLH_doi_003.pdf
"CHATZIVASSILIOU, Elisavet",VIII. Other memberships or affiliations,,"(), Hellenic Phytopathological Society","Position: Member of the administrative board. The Hellenic Phytopathological Society (HPS) is a nonprofit, professional scientific organization with a membership of individual Greek scientists. HPS does not receive any funds from industries, or agencies. Furthermore, risk analysis is not part of the HPS remit (see http://efe.aua.gr/en_index.php).",2010-10,now,2015-09-15,PLH_doi_003.pdf
"CHATZIVASSILIOU, Elisavet",VIII. Other memberships or affiliations,,"(), Hellenic Phytopathological Society","Position: reasurer. The Hellenic Phytopathological Society (HPS) is a nonprofit, professional scientific organization with a membership of individual Greek scientists. HPS does not receive any funds from industries, or agencies. Furthermore, risk analysis is not part of the HPS remit (see http://efe.aua.gr/en_index.php).",2012-10,2014-10,2015-09-15,PLH_doi_003.pdf
"CHATZIVASSILIOU, Elisavet",VIII. Other memberships or affiliations,,International Organization of Citrus Virologists,"Member. Nonprofit professional, scientific organization (see http://iocv.org/).",2013-01,now,2015-09-15,PLH_doi_003.pdf
"CHATZIVASSILIOU, Elisavet",X. Interests of close family members,,,NO INTEREST,,,2015-09-15,PLH_doi_003.pdf
"DEHNEN-SCHMUTZ, Katharina",I. Economic interest,,,NO INTEREST,,,2015-07-17,PLH_doi_004.pdf
"DEHNEN-SCHMUTZ, Katharina",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-07-17,PLH_doi_004.pdf
"DEHNEN-SCHMUTZ, Katharina",III. Member of a scientific advisory entity,,,NO INTEREST,,,2015-07-17,PLH_doi_004.pdf
"DEHNEN-SCHMUTZ, Katharina",IV. Employment,,"University of Warwick, Coventry, UNITED KINGDOM","University and Higher Education Insitute, with responsibilities for teaching and research. Research Fellow working in projects related to plant health, plant health policies, weed ecology and climate change. Project management and experimental work, teaching and student supervision. No official responsibility to carry out risk management.",2007-12,2013-06,2015-07-17,PLH_doi_004.pdf
"DEHNEN-SCHMUTZ, Katharina",IV. Employment,,"Centre for Agroecology, Water and Resilience, Coventry University, Coventry, UNITED KINGDOM","University Research Centre with a focus on innovative, transdisciplinary research on the understanding and development of resilient food and water systems internationally. Research Fellow with main research interest in biological invasions in particular plant invasions and weed ecology. Student supervision and teaching. No official responsibility to carry out risk management.",2013-10,now,2015-07-17,PLH_doi_004.pdf
"DEHNEN-SCHMUTZ, Katharina",IX. Other relevant interest,,,NO INTEREST,,,2015-07-17,PLH_doi_004.pdf
"DEHNEN-SCHMUTZ, Katharina",V. Occasional consultancy,,"GB Non-native Species Secretariat, York, UNITED KINGDOM","Conducted Full GB Pest Risk Analyses for two plant species (Rhododendron ponticum, Ambrosia artemisiifolia) and GB Rapid Risk Assessments for four plant species (Ailanthus altissima, Robinia pseudoaccacia, Acaena novae-zelandiae, Yushania anceps) at infrequent occasions. Work has been remunerated at about 40 hours/year. Risk Assessments are peer-reviewed and once approved by the GB Risk Assessment Panel published on the GB Non-native Species Secretariat's webpage for public consultation. Occasional feedback (unpaid) may need to be given by the reviewer during the review process.",2010-01,2014-02,2015-07-17,PLH_doi_004.pdf
"DEHNEN-SCHMUTZ, Katharina",VI. Research funding,,Medical and Life Sciences Research Fund (MLS),Project to investigate success and failure in the invasion process of non-native agricultural weeds in Britain.,2012-10,2013-08,2015-07-17,PLH_doi_004.pdf
"DEHNEN-SCHMUTZ, Katharina",VII. Intellectual property rights,,,NO INTEREST,,,2015-07-17,PLH_doi_004.pdf
"DEHNEN-SCHMUTZ, Katharina",VIII. Other memberships or affiliations,,"British Ecological Society Membership Gesellschaft fuer Oekologie (Ecological Society for Germany, Austria and Switzerland)",Membership,1992-09,now,2015-07-17,PLH_doi_004.pdf
