Full name,Nature of activity,Activity of a close family member,Organisation,Subject matter,Start date,End date,DOI date,PDF
"GORTAZAR SCHMIDT, Christian",IV. Employment,,Universidad de Castilla - La Mancha,University professor,1999-08,now,2015-05-19,AHAW_doi_008.pdf
"MICHEL, Virginie",IV. Employment,,French Agency for Food Safety (AFSSA),"Head of the research unit ""Avian and Rabbit Welfare and Epidemiology"" One of the main research topic is the study of the impact of housing and husbandry practices on poultry welfare and health and on food quality. 3 species are mainly studied: chicken and turkey: with the assessment of welfare of broiler and breeders (main topic: activity of animals, assessment of lesion (FPD) in slaughter house and animal health) laying hens: study of different housing systems (aviaries, furnished cages on welfare, health and egg quality) other topics: poultry health (histomonosis, Avian Influenza, Botulism,...); food safety (Salmonella, campylobacter,...), air quality in poultry houses, epidemiological surveillance networks, collecting and analysing information about avian rearing conditions and diseases. reasearch is done one experimental station and in farms one the field (chicken, turkey, laying hen, duck,...) See papers on: chicken welfare assessment (scoring system and impact of housing and management conditions on chicken welfare and health); laying hens welfare; food safety;...",2004-01,now,2015-04-27,AHAW_doi_009.pdf
"MIRANDA, Miguel Angel",IV. Employment,,Universitat de les Illes Balears. University of the Balearic Islands. UIB,"Lecturer in the Area of Zoology, Department of Biology of the Faculty of Sciences. University of the Balearic Islands. The roles in the organization are teaching and research duties in Zoology, Applied Entomology, Plant Pest and Vector Control as well as Parasitology. The expert has no official responsability and is not personally empowered in his organization to carry out or validate risk management actions or decisions.",1995-01,now,2015-11-29,AHAW_doi_010.pdf
"MORE, Simon",IV. Employment,,University College Dublin (UCD),"Joint roles of Professor in Veterinary Epidemiology and Risk Analysis in the UCD School of Veterinary Medicine and Director of the UCD Centre for Veterinary Epidemiology and Risk Analysis (CVERA). CVERA is Ireland's national resource centre in veterinary epidemiology and animal disease control. These two roles substantially overlap. In my professorial role, I undertake a broad range of scholarly activity, including research, teaching and service/innovation. In my role as CVERA Director, I lead scientific research and provide scientific advice to inform national policy decision-making in the areas of animal health and welfare. This work is conducted within the following three broad themes: a. Scientific research and advice, including contributions to committees, to support the control and eradication of regulatory animal diseases, including bovine tuberculosis, bovine brucellosis and bovine spongiform encephalopathy. These programmes are managed by the national Department of Agriculture, Food and the Marine (DAFM). b. Scientific research and advice, including contribution to committees, to support the control and/or eradication of a range of non-regulatory animal health concerns of cattle, including mastitis, Johne's disease and bovine viral diarrhoea. In Ireland, these issues are primarily managed by Animal Health Ireland (AHI). c. Scientific research and advice, including contribution to several national committees of DAFM and the national Food Safety Authority of Ireland (FSAI), on a broad range of other animal health and welfare issues relating to emergency animal disease preparedness and response, on-farm investigations, welfare of farmed livestock and horses, health of companion animals and farmed fish, and international collaboration.",2003-12,now,2015-07-03,AHAW_doi_011.pdf
"NIELSEN, Søren Saxmose",IV. Employment,,"University of Copenhagen The employer is a university, and the employment faculty and","department are Faculty of Health and Medical Sciences, Department of Large Animal Sciences. Chair of teaching committee of Department of Large Animal Sciences Teaching basic and advanced epidemiology, including infectious and non-infectious causes. Teaching undergraduate veterinary students in farm animal advisory services. Current funding: MINIRESIST: Minimising resistance to antimicrobials in pigs. Funded by the Danish Strategic Research Council. iCull: Development of an app used by farmers to decide on culling of cattle",2010-04,now,2015-04-23,AHAW_doi_012.pdf
"RAJ, Mohan",IV. Employment,,Retired,"Was engaged in research into the welfare of animals, especially at stunning and slaughter or killing.",1990-09,2010-10,2015-10-06,AHAW_doi_013.pdf
"SIHVONEN, Liisa",IV. Employment,,Finnish Food Safety Authority Evira,"Professor, Research Director, Evira, Helsinki (70% starting 1.4.2009): Co-ordination of scientific research in Finnish Food Safety Authority Evira and Research in animal viral and prion diseases, epidemiology, prevention and vaccines",2008-01,now,2015-04-22,AHAW_doi_014.pdf
"SIHVONEN, Liisa",IV. Employment,,"EVIRA, Finnish Food Safety Authority - EVIRA, FINLAND, Helsinki","A member of management group of Evira, Finnish Food Safety Authority. Management group of Evira is discussing the current actions, challenges and problems of Evira and meets every monday for two hours. Management group is composed of general director, three heads of departments (control, reseach and laboratory, administrative), three directors of key processes, research director, director of organisational development, head of communication unit and a representative of the staff. I, as research director, represent there scientific research. The mangement group does not make any decisions. Decisions are made according to Evira regulations by general director and three heads of departments.",2008-01,now,2015-04-22,AHAW_doi_014.pdf
"SIHVONEN, Liisa",IV. Employment,,Helsinki University,"Professor of Veterinary Virology (30%), Teaching of veterinary students: Veterinary virology, viral vaccines and epidemiology of animal viral diseases. Research of animal viral diseases, vaccines and prevention. Supervision of PhD-students.",2009-04,now,2015-04-22,AHAW_doi_014.pdf
"SPOOLDER, Hans",IV. Employment,,"Division of Applied Research, Animal Sciences Group","Cluster Leader in a research organisation. The Animal Sciences Group was (and is) an independent research organisation. We performed contract research for different funding bodies (Dutch ministry, EU, EFSA, NGO's, product boards, industrial parties). We were not asked to support any interests of any (commercial) parties, but were paid to perform scientific and unbiassed research.",2003-08,2006-03,2015-10-09,AHAW_doi_015.pdf
"SPOOLDER, Hans",IV. Employment,,Wageningen UR Livestock Research,"In 2006 my part of the organisation changed its name and structure, and I became head of a cluster of animal welfare researchers. In 2011 the cluster became a department and grew to 38 staff. The content of my work did not change: I manage the team and am involved in research activities for national (e.g. ministry, product boards, NGO's, farming industry) and international (e.g. EFSA, DG RTD, DG SANCO) funders. The vast majority of our animal welfare work (&gt;70%) is for the Dutch ministry of EL&I. Approximately 15% for the product boards, 10% comes from abroad and 5% from the farming industry. We are paid to carry out independent research, and are not involved in lobbying or promoting products on behalf of any funder.",2006-03,2015-06,2015-10-09,AHAW_doi_015.pdf
"SPOOLDER, Hans",IV. Employment,,"Wageningen UR Livestock Research, NETHERLANDS","From 1st July 2015 I changed my job at Wageningen UR Livestock Research from Head of Department to Senior Scientist. For approximately two days / week I will support the development of our international research programme and help staff from the Animal Sciences Group (which includes WLR, the Central Veterinary Institute and the University Department of Animal Sciences) with the writing of research proposals for publicly funded programmes, such as Horizon2020. The remaining 3 days / week I will be involved in the execution of research projects on animal welfare. The majority of this animal welfare work will be paid for by the Dutch ministry of Economic Affairs and other public funding bodies such as DG RTD, DG SANTE or EFSA. Exact figures cannot be given yet. At the start of my new job I have no funding directly from the industry",2015-07,now,2015-10-09,AHAW_doi_015.pdf
"STEGEMAN, Jan Arend",IV. Employment,,Utrecht University,Chair in Farm Animal Health. Teaching topic of Veterinary Epidemiology and Research in epidemiology of infectious animal diseases,2001-05,now,2015-10-06,AHAW_doi_016.pdf
"STEGEMAN, Jan Arend",IV. Employment,,ULP (University Practice of Farm Animals),"Supervisor of the director. ULP is the ambulantory farm animal clinic of the University (100% owned by the University), but has a seperate legal status. By function the chairman of the Department of Farm Animal Health is the supervisor of the director of the clinic, in order to ensure quality of the teaching.",2009-04,2011-03,2015-10-06,AHAW_doi_016.pdf
"THULKE, Hans-Hermann",IV. Employment,,UFZ (Umweltforschungszentrum)- Helmholtz Centre for Environmental Research,"Epidemiology and Disease Modelling; Control planning, stratey optimization, scenario evaluation; Management-oriented decision support for contingency planning.",1997-06,now,2015-11-27,AHAW_doi_017.pdf
"VELARDE, Antonio",IV. Employment,,Institut de Recerca i Tecnologia Agroalimentàries,"Head of the Animal Welfare Unit. Coordination of the animal welfare research in IRTA (projects, staff, facilities etc). Animal Welfare research is focused on animal welfare (pigs, lambs, cattle and rabbits) during transport, on farm and at slaughter.",2002-03,now,2015-10-07,AHAW_doi_018.pdf
"VELARDE, Antonio",IV. Employment,,"Universita Autònoma de Barcelona (UAB), Autonomous University of Barcelona, Barcelona, SPAIN","Associated professor for external work placement Educational tasks related to supervision of students for work experience, studies and final placements in the Department of Animal Science and Food.",2012-09,now,2015-10-07,AHAW_doi_018.pdf
"WILLEBERG, Preben",IV. Employment,,Danish Veterinary and Food Administration,"Retired as the Chief Veterinary Officer for Denmark in 2007 after 8 years of service. During those years I was responsible for surveillance, control and eradication of animal diseases such as BSE from 2000, highly pathogenic avian Influenza in 2006, Newcastle Disease in 2002 and obtaining Trichinella negligible risk status for pigs from the European Commission in 2007.",1999-10,2007-09,2015-07-01,AHAW_doi_019.pdf
"WILLEBERG, Preben",IV. Employment,,"School of Veterinary Medicine, University of California","Project positions in Animal Disease Surveillance (2007 - 2011) and in development of a food safety training program funded by the Food and Drug Administration (FDA 2011 - 2013). The aim of the latter program is to develop a national food safety curriculum to train agency and industry personel on standards for inspections, investigations and laboratory testing as well as training and certification requirements, auditing criteria and metrics for evaluating program performance.",2007-09,2013-11,2015-07-01,AHAW_doi_019.pdf
"WINCKLER, Christoph",IV. Employment,,University of Natural Resources and Life Sciences (BOKU),"Full professor for Ecology of Livestock Husbandry Head of Department of Sustainable Agricultural Systems Teaching and research in the fields of animal husbandry, farm animal behaviour and welfare, animal production systems",2003-08,now,2015-10-09,AHAW_doi_020.pdf
"AGUILAR, Fernando",IV. Employment,,"French Agency for food, environmental and occupational health safety - Anses",Scientific coordinator of Panel of experts.,2002-03,now,2015-03-02,ANS_doi_000.pdf
"AGUILAR, Fernando",IV. Employment,X,"Nestlé, Noisiel, FRANCE",Quality management system coordinator (no single product related),2008-08,now,2015-03-02,ANS_doi_000.pdf
"CREBELLI, Riccardo",IV. Employment,,Italian National Institute of Health (Istituto Superiore di Sanità),Experimental and advising activities on genetic toxicology of environmental chemicals.,1995-07,now,2015-10-19,ANS_doi_001.pdf
"DI DOMENICO, Alessandro",IV. Employment,,"ISS, Istituto Superiore di Sanità, Italian National Institute of Health, Italy",The underwriter has been retired since March 2010,1967-08,2010-02,2015-11-12,ANS_doi_002.pdf
"DUSEMUND, Birgit",IV. Employment,,Federal Institute for Risk Assessment (BfR),"Department ""Food Safety"", Unit ""Food Toxicology"", risk assessment of compounds in food and food supplements. The work includes risk assessment of botanicals and botanical contaminants (evaluation of pharmacological and toxicological data, e.g. opium alkaloids in poppy seeds, pyrrolizidine alkaloids, ergot alkaloids, tropane alkaloids) in food. Pharmacological effects which are desired in pharmaceutical uses are evaluated as far as this refers to the risk evaluation.",2002-01,now,2015-10-09,ANS_doi_003.pdf
"FRUTOS FERNANDEZ, Maria Jose",IV. Employment,,"UNIVERSIDAD MIGUEL HERNANDEZ (MIGUEL HERNANDEZ UNIVERSITY), UMH. ELCHE (VALENCIA) SPAIN.","Education and research academic activities fall within Miguel Hernández University remit. I hold the position of Associate Professor in the Agro-Food Technology Department since 1995 and I am the deputy Director of the High Polytechnical School of Orihuela since July 2011, in Miguel Hernández University. My main tasks and responsibilities are research, teaching, coordination of graduate studies in Food Science and Technology,ERASMUS program coordination and quality management in the academic field. The Miguel Hernández University has not any official responsibility to carry out risk management. I am not self employed consultant related to food and feed safety.",1995-11,now,2015-11-10,ANS_doi_004.pdf
"GALTIER, Pierre",IV. Employment,,"INRA, Institut National de la Recherche Agronomique, FRANCE, Paris cedex 07",Researcher at INRA Involvement in Food quality related to animal health. Retired since january 2008.,1971-09,2007-12,2015-10-11,ANS_doi_005.pdf
"GOTT, David",IV. Employment,,Food Standards Agency,"Involved in risk assessment of all types of chemicals in food, including natural toxicants (e.g. nitrate, mycotoxins such as zearelone and aflatoxins, marine biotoxins), environmental contaminants (e.g. PAHs, dioxins, PFOS, lead, arsenic, cadmium), process contaminants, residues of veterinary drugs and pesticides, food additives (e.g. aspartame), food supplements, food contact materials (e.g. melamine) and toxicological evaluation of novel foods. Management of research programmes on risk assessment of food chemicals including projects on caffeine, aspartame, soy, nanomaterials and margin of exposure. Secretariat to the UK Committee on Toxicity of Chemicals in Food, Consumer, Products and the Environment (COT). Provision of data from the National Diet and Nutrition Survey (NDNS) for inclusion in the European Food Comprehensive Database",2004-02,now,2014-12-19,ANS_doi_006.pdf
"GUNDERT-REMY, Ursula",IV. Employment,,Federal Institute for Risk Assessment (BfR),"Toxicological risk assessment (pesticides, biocides, chemicals) I have been the Head of the Department of Safety of Substances and Products. This included besides the responsibility for the staff (up to 100 persons) responsibility for the human health assessments on industrial chemicals in the European regulatory assessment scheme for new and existing chemicals; since 2005 responsibility for the human health assessments on pesticides and biocides in the relevant European regulatory assessment schemes, responsibilities for research in several fields among them also work on TTC. A.o. I wrote an article published in Toxicology Letter as the senior author which deals with TTC application in the field of reprotoxicicity. At my time in the office, there was no regulatory position concerning the application of the TTC concept and I was not involved in drafting an opinion on the issue. On behalf and upon instruction of my employer I have served from 2005 until end of 2008 as a non-paid Scientific Advisor to the Research Foundation Council of Scientific Advisors of ILSI where I have been evaluating intramural research proposals submitted by ILSI branches once a year together with other panel members by ranking them in an order. The projects covered a broad range of research fields. Some examples were: Promotion of Classroom-Based Physical Activity, Project on physical activity promotion to fight obesity, Educational Efforts to Use Tools for Risk Assessment, A risk management tool to establish thresholds for food allergens, Iron Deficiency Elimination Action, Osteoporosis prevention by enhanced Calcium intake, Advice was given to prioritize the following fields in research : Predictive Modelling by probabilitic modelling techniques applied to the level of health risk, and on the uncertainty/Variability analysis; Relationships between genetic make up and nutrition, health risk and health promoting behaviours; Children's health, Endocrine disruptors ,Training course in the use of FAO/WHO Risk Analysis Manual in developing countries, Levels of no concern/virtually safe levels for genotoxic carcinogens""",1996-11,2008-05,2015-10-08,ANS_doi_007.pdf
"GUNDERT-REMY, Ursula",IV. Employment,,None,Retirement.,2008-06,now,2015-10-08,ANS_doi_007.pdf
"LAMBRÉ, Claude",IV. Employment,,INSERM Ministry of Health,Director of research Institut National de la Santé et de la Recherche Médicale (INSERM) No activity in the field of sweeteners,2003-03,2012-07,2015-10-13,ANS_doi_008.pdf
"LEBLANC, Jean-Charles",IV. Employment,,"ANSES: French agency for food, environmental and occupational health safety","""on going"" currently on a 1-year personal leave for family reasons with no current employment (other than the Anses leave) Expertise and research in food safety. Indirect involvement in exposure work to food additives including aspartame or others sweeteners as head of quantitative risk assessment unit in support activities to the ANSES scientific committee on food additives (2005/2010) and as head of the food risk assessment department to the scientific committee on nutrition (on going, 2011- 2012)",2005-06,now,2015-06-10,ANS_doi_009.pdf
"LINDTNER, Oliver",IV. Employment,,"Bundesinstitut für Risikobewertung (BfR), Federal Institute for Risk Assessment, Federal Institute for Risk Assessment, GERMANY, Berlin",Scientific Officer in the Group for "Exposure Assessment and Standardisation" at the BfR (full-time). Responsible for statistical and methodological aspects in exposure assessment especially for dietary exposure and for data collections used in exposure assessments. - service for other scientific departments of the BfR supporting exposure assessments (including matters of food additives and flavourings) - responsible for databases for exposure assessment (food concentration data and food consumption data) - probabilistic methods in regulative exposure assessment for food safety tasks and consumer protection - distribution fitting - methodology of consumption surveys - food-categorisation - uncertainty analysis,2006-01,now,2015-02-09,ANS_doi_010.pdf
"MOLDEUS, Peter",IV. Employment,,AstraZeneca,I have no lo ger any connections with AstraZeneca. I am currently not employed but is affiliated with Karolinska Institutet as Professor of Toxicology at the Department of Environmental Medicine,1994-01,2013-04,2015-09-21,ANS_doi_011.pdf
"MORTENSEN, Alicja",IV. Employment,,"The National Food Institute , Technical University of Denmark (DTU)","The work at the National Food institute, DTU consist of two tasks: research work and risk assessment. Research work: Diet and health- the effects of dietary factors on atherosclerosis and cancer, beneficial effects of polyphenolic compounds (eg. isoflavones) on atherosclerosis and cancer (colon and mammary cancer), effects of hormon replacement therapy on atherosclerosis, evaluation of animal models used in biomedical research and of transgenic/knockout mice in short-term in vivo carcinogenicity testing, safety of contaminants in by-products (used in feed for production animals), and toxicity of nanoparticles after oral or pulmonary exposures. Advisory duties: Risk assessment of chemicals in foods, food additives, nutrient sources, nutrients in fortification of food, novel foods for Danish Veterinary and Food Administration; Risk assessment of chemicals for the Danish EPA. In connection to advisory tasks with regard to food additives/risk assessment of chemicals in food several lectures have been given over the years.",2007-01,2015-08,2015-10-09,ANS_doi_012.pdf
"MOSESSO, Pasquale",IV. Employment,,Università degli Studi della Tuscia (State University of Tuscia),"He is currently and permanently employed in the University of Tuscia, Viterbo, Italy as Associate Professor. His tasks include the following: 1) Teaching of Genetics and Environmental Mutagenesis in the Faculties of Biological Sciences and Environmental Sciences of University of Tuscia; 2)Research activity in the fields of molecular cytogenetics and environmental mutagenesis in the Department of Agrobiology and Agrochemistry (DABAC) of UNiversity of Tuscia.",1991-01,now,2015-10-21,ANS_doi_013.pdf
"OSKARSSON, Agneta",IV. Employment,,Swedish University of Agricultural Sciences,"Professor in food toxicology. Teaching veterinary students in food toxicology and research work. Research on in vitro toxicity testing strategies, endocrine disruption, developmental toxicity and activ transport of contaminants into milk. Compounds tested include: naturally occuring bioactive compounds, environmental pollutants, pesticides, medicinal drugs, food additives etc.",1994-09,now,2015-11-06,ANS_doi_014.pdf
"PARENT-MASSIN , Dominique",IV. Employment,,University of Brest (FRANCE),"University of Brest is a public university, financed by the French Ministry of Research and Universities. This university does not carry out any management risk. It is in charge of research and education. I am professor of toxicology, in Faculty of Science and Technology, which belongs to University of Brest Responsible Master 2 in food toxicology and regulation : 3 main courses Risk analysis (72 hours), Food toxicology (72 hours), Regulation (72 hours).",1989-12,now,2015-07-03,ANS_doi_015.pdf
"STANKOVIC, Ivan",IV. Employment,,"University of Belgrade, Faculty of Pharmacy",Professor of Bromatology and Food Safety Control.,1995-10,now,2015-02-21,ANS_doi_016.pdf
"WAALKENS-BERENDSEN, Ine",IV. Employment,,TNO Quality of Life,"Product Manager, projectleader and study director Reproduction and Neurotoxicology This activity might fall in specific cases within the remit of the ANS Panel. In that case I will declare these interest(s) in the specific declaration of interests of each meeting of the ANS Panel and its Working Group(s). The last 5 years I was not involved in the generation or evaluation of data on dioxins and/or dioxin like PCBs.""",1988-05,2010-12,2015-11-09,ANS_doi_017.pdf
"WAALKENS-BERENDSEN, Ine",IV. Employment,,TNO Triskelion,"Product Manager, projectleader and study director Reproduction and Neurotoxicology This activity might fall in specific cases within the remit of the ANS Panel. In that case I will declare these interest(s) in the specific declaration of interests of each meeting of the ANS Panel and its Working Group(s). I was not involved in the generation or evaluation of data on dioxins and/or dioxin like PCBs.""",2011-01,2011-06,2015-11-09,ANS_doi_017.pdf
"WAALKENS-BERENDSEN, Ine",IV. Employment,,TNO Triskelion,Senior advisor 1 day/week in the area of reproduction and neurotoxicology. This activity might fall in specific cases within the remit of the ANS Panel. In that case I will declare these interest(s) in the specific declaration of interests of each meeting of the ANS Panel and its Working Group(s). I resigned from TNO Triskelion on 30/9/2012,2011-07,2012-09,2015-11-09,ANS_doi_017.pdf
"WAALKENS-BERENDSEN, Ine",IV. Employment,,"No employment or consultancy, NETHERLANDS",No employment or consultancy,2012-10,2015-06,2015-11-09,ANS_doi_017.pdf
"WAALKENS-BERENDSEN, Ine",IV. Employment,,"Retirement, NETHERLANDS",Retirement,2015-07,now,2015-11-09,ANS_doi_017.pdf
"WOUTERSEN, Rudolf Antonius",IV. Employment,,"TNO Innovation for Life, Department Risk Analysis on Products in Development","Senior Scientist/Toxicologic Pathologist. Department Risk Analysis on Products in Development. Involved in projects related to alternatives for hazard and risk assessment of industrial chemicals, food components and pharmaceuticals. Part-time Professor in Translational Toxicology at Wageningen University. Research in the field of Innovative/Alternative Toxicity Testing of foods, industrial chemicals and pharmaceuticals (2008- present) .",1979-11,now,2015-10-12,ANS_doi_018.pdf
"WRIGHT, Matthew",IV. Employment,,Newcastle University,"Main employment - Teaching/research in Toxicology. My research is on the PXR in inflammatory diseases, such as primary biliary cirrhosis; the development of human hepatocytes for toxicological research (toxicology and drug metabolism studies); investigations into xenooestrogens and cholestatic liver disease. I have significant experience of developing and running undergraduate courses and make contributions to Pharmacology and Toxicology teaching at undergraduate level. I also make a significant contributions to and at postgraduate teaching. I also undertake third strand activity through the continued development of a recombinant human antibody protein to a surface protein on fibrogenic cells. .",2006-10,now,2015-02-02,ANS_doi_019.pdf
"YOUNES, Maged",IV. Employment,,World Health Organization,"Lead international (UN specialized) agency on public health. The organzation's role is limited to providing global risk assessments, not to take risk management decisions. My role was that of Director of various services related to Food Safety and other public health and policy issues.",1991-11,2012-05,2015-05-13,ANS_doi_020.pdf
"YOUNES, Maged",IV. Employment,,Committee on World Food Security,"Policy Committee managed by FAO, WFP and IFAD. Forum gathering governments, the private sector and NGOs to promote food security worldwide. My role was that of a Senior Policy Adviser in the Secretariat on loan from the German government.",2012-06,2013-06,2015-05-13,ANS_doi_020.pdf
"YOUNES, Maged",IV. Employment,,Retired,"Retired expert. Open to ad hoc consultancies, but have not agreed to any yet.",2013-07,now,2015-05-13,ANS_doi_020.pdf
"ALLENDE, Ana",IV. Employment,,CSIC,"The Spanish National Research Council (CSIC) is the largest public institution dedicated to research in Spain and the third largest in Europe. The mission of CEBAS-CSIC is, through its investigation, to contribute to generating the knowledge necessary to improve its competitiveness, developing strategies to attain the sustainability of the scant resources existing in semiarid areas through their correct management, and making possible a quality agriculture which produces healthy and safe plant food products. The singularity of CEBAS in that it is a multidisciplinary centre with three distinct areas of investigation (Agricultural Sciences, Food Science and Technology and Natural Resources), each of which operates separately but within a common context (CEBAS).",2004-12,now,2015-11-27,BIOHAZ_doi_000.pdf
"BOLTON, Declan",IV. Employment,,Teagasc,"I work for a public authority (TEAGASC) where I undertake research and development on food safety and related issues. Teagasc (the Irish Agriculture and Food Development Authority) is the national public body providing integrated research, advisory and training services to the agriculture and food sector and rural communities in Ireland. My work includes funding application, project management, publishing peer reviewed papers, oral and poster presentations and technology transfer activities. I do not receive any funding from industry in a private capacity.",1996-02,now,2015-04-20,BIOHAZ_doi_001.pdf
"BOLTON, Declan",IV. Employment,X,"Food Safety Authority of Ireland (FSAI), Food Safety Authority of Ireland, Dublin, IRELAND","My wife is employed by the Food Safety Authority of Ireland (FSAI), the statutory body in the Republic of Ireland responsible for ensuring that food complies with legal requirements, or where appropriate with recognised codes of good practice. FSAI undertakes various enforcement, monitoring and auditing activities to ensure the food produced, distributed and marketed in Ireland is safe. My wife is a member of the Auditing Department, whose primary function is to provide an independent evaluation of the effectiveness of the Irish official control system.",2000-01,now,2015-04-20,BIOHAZ_doi_001.pdf
