Full name,Nature of activity,Activity of a close family member,Organisation,Subject matter,Start date,End date,DOI date,PDF
"CASTLE, Laurence",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-04-19,CEF_doi_001.pdf
"CASTLE, Laurence",III. Member of a scientific advisory entity,,UK Food Standards Agency (FSA) and the Ministry of Agriculture Fisheries and Food (MAFF) before the FSA was established,Member of the Working Party on Materials & Articles in Contact with Food or Drink. This WP provided independent scientific advice to the FSA including a scientific review of the research and surveillance projects that the FSA conducted. It did not include policy advice. The WG had not met since ca. 2009 but it had not been formally disbanded.,1990-01,2015-03,2015-04-19,CEF_doi_001.pdf
"CASTLE, Laurence",III. Member of a scientific advisory entity,,Scientific Committee on Emerging and Newly Identified Health Risks (SCENIHR),"Member as an external expert, of the ad hoc Working Group on the safety assessment of bisphenol A used to make certain medical devices.",2012-02,2015-03,2015-04-19,CEF_doi_001.pdf
"CASTLE, Laurence",IV. Employment,,Not employed (retired from Fera on 31 March 2015),"Previously employed full-time at Fera (the Food and Environment Research Agency, formerly the Central Science Laboratory) which was an Agency of the UK Department for Environment Food and Rural Affairs (Defra). Fera was a not-for-profit full-costs-recovery government Agency of Defra. Fera offered, in open competition, its R&D and analytical services to bodies such as its parent department Defra and to other UK and non-UK Government departments, industry world-wide, the EU Research programmes, and consumer organisations. This included research projects and the analysis of samples for food and feed additives, residues, chemical migrants from packaging, markers of authenticity, and contaminants of all sorts. I was a civil servant. My salary was fixed and I had no other paid employment, contracted work, or fee income of any kind. I was most reently a member of the Food Quality & Safety programme within Fera. This programme had approximately 120 staff members plus visiting workers and students. The programme ran more than 130 projects pa for its customers and provided analytical services too. I retired from Fera on 31 March 2015.",2015-04,now,2015-04-19,CEF_doi_001.pdf
"CASTLE, Laurence",IX. Other relevant interest,,Comité Européen de Normalisation (European Committee for Standardisation),I was convenor of CEN Technical Committee 194 Sub-Committee 1 (TC194/SC1) until 2012. It deals with standardisation of analytical methods for testing chemical migration from food contact materials. It does not deal with risk assessemnt or risk management and it does not make policy.,2000-01,2012-01,2015-04-19,CEF_doi_001.pdf
"CASTLE, Laurence",IX. Other relevant interest,,ILSI (International Life Sciences Institute) – non profit,"NIAS in food contact materials. I participated as an observer on behalf of EFSA in an ad-hoc ILSI-Europe expert group. That group aims to produce a guidance document on how to address the safety of NIAS (non-intentionally added substances) in food contact materials. I attended their first meetings, answered questions about EFSA’s own work in this area, contributed to the development of scientific approaches, and reported back to the EFSA WG on FCMs. The first ILSI-NIAS meeting was in October 2011 and I ceased my participation in that group in June 2012 once that preliminary work was completed. I subsequently was invited and attended a workshop organised by ILSI Europe and held on 2-4 April 2014, in Brussels. The draft NIAS document was sent to all participants in advance of that workshop and it was stated by the organisers that a peer-reviewed publication covering the discussions would be produced soon after the workshop.",2011-10,2014-04,2015-04-19,CEF_doi_001.pdf
"CASTLE, Laurence",IX. Other relevant interest,,ILSI - International Life Science Institute,"I gave the concluding presentation at the 5th international symposium on food packaging, scientific developments supporting safety and innovation, 14-16 November 2012, Berlin, organised by ILSI Europe.",2012-11,2012-11,2015-04-19,CEF_doi_001.pdf
"CASTLE, Laurence",V. Occasional consultancy,,,NO INTEREST,,,2015-04-19,CEF_doi_001.pdf
"CASTLE, Laurence",VI. Research funding,,EU-FP7,"I was coordinator of workpackage 4 (Packaging) of the EU-FP7- funded FACET project [http://www.ucd.ie/facet/] which started in September 2008 and ran for 4 years. FACET stands for Flavours Additives and Contact materials Exposure Task. The WP4 had 8 partners including a Facet Industry Group (FIG) that was comprised of 12 European Trade Associations that cover all the major food packaging materials except for glass. Fera’s participation in the FACET project was funded 75% by the European Commission, 15% by the FIG, and 10% by the UK Food Standards Agency. The FIG was a key partner in the FACET project since they provided information on packaging composition and usage which was key to being able to estimate consumer exposure. Consequently as workpackage leader I worked closely and frequently with the FIG on this project.",2008-09,2012-08,2015-04-19,CEF_doi_001.pdf
"CASTLE, Laurence",VI. Research funding,,"The Valspar Coorporation, HJ Heinz and Fera","I co-supervised a PhD student at the University of Leeds, School of Chemistry in 2010-13. The aim of his research was to gain a better understanding of the possible degradative release of melamine and related amino crosslinking materials, from polymeric coatings on metal substrates. The studentship was funded jointly by the Valspar Corporation, HJ Heinz and Fera. As well as myself, the other external supervisor of the student was Dr PK Oldring of the Valspar Corp. Establishing this PhD followed a very successful project between Fera and Leeds University, funded completely by the UK Government (Defra, LINK Project FQS-45, 2005-2008) and with HJ Heinz, Valspar Corp. and Impress as the 3 industrial partners. The project was entitled: New technologies and chemistries for food can coatings. FQS-45 resulted in 3 MSc theses, 2 PhD theses, plus a good number of journal publications.",2010-09,2013-10,2015-04-19,CEF_doi_001.pdf
"CASTLE, Laurence",VI. Research funding,,EU-FP7 and the UK-FSA,"I participated in the TDS-Exposure project as WorkPackage leader for WP4 (Food preparation, composite formation, and chemical analysis). TDS-Exposure is a four-year FP7-funded Collaborative (Research) Project with 26 partners from 19 countries, and it is led by ANSES in Paris, under Grant Agreement: 289108 Total Diet Study Exposure, 1st February 2012-31st January 2016. The funding for Fera in this project comes from the EU-FP7 (75%) with top-up funds from the UK Food Standards Agency. TDS-Exposure aims to standardise measurement of dietary chemicals throughout Europe and create an EU-wide network of TDS centers.",2012-02,2015-03,2015-04-19,CEF_doi_001.pdf
"CASTLE, Laurence",VII. Intellectual property rights,,,NO INTEREST,,,2015-04-19,CEF_doi_001.pdf
"CASTLE, Laurence",VIII. Other memberships or affiliations,,,NO INTEREST,,,2015-04-19,CEF_doi_001.pdf
"CASTLE, Laurence",X. Interests of close family members,,,NO INTEREST,,,2015-04-19,CEF_doi_001.pdf
"CRAVEDI, Jean-Pierre",I. Economic interest,,,NO INTEREST,,,2015-03-05,CEF_doi_002.pdf
"CRAVEDI, Jean-Pierre",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-03-05,CEF_doi_002.pdf
"CRAVEDI, Jean-Pierre",III. Member of a scientific advisory entity,,"ANSES, Agence nationale de sécurité sanitaire de l'alimentation, de l'environnement et du travail, FRANCE, Maisons- Alfort",Member of a working group on Bisphenol A,2009-09,2010-02,2015-03-05,CEF_doi_002.pdf
"CRAVEDI, Jean-Pierre",III. Member of a scientific advisory entity,,"ANSES, Agence nationale de sécurité sanitaire de l'alimentation, de l'environnement et du travail, FRANCE, Maisons- Alfort","Member of the working group on endocrine disruptors. As member of this WG, I participated to the ANSES opinion on bisphenol A published in march 2013 and to the comments sent by ANSES to EFSA during the public consultation on the EFSA draft opinion on BPA. My activity on BPA within this WG closed in march 2014.",2010-01,now,2015-03-05,CEF_doi_002.pdf
"CRAVEDI, Jean-Pierre",III. Member of a scientific advisory entity,,"ANSES, Agence nationale de sécurité sanitaire de l'alimentation, de l'environnement et du travail, FRANCE, Maisons- Alfort","Member of the scientific advisory board. This board participates in the selection of experts, the examination of public declarations of interest, the implementation of expert appraisals, the assessment of laboratory activities and the Agency’s research.",2010-09,now,2015-03-05,CEF_doi_002.pdf
"CRAVEDI, Jean-Pierre",III. Member of a scientific advisory entity,,"ANSES, Agence nationale de sécurité sanitaire de l'alimentation, de l'environnement et du travail, FRANCE, Maisons- Alfort",Chair of the working group on infant total diet study (EATi),2014-03,now,2015-03-05,CEF_doi_002.pdf
"CRAVEDI, Jean-Pierre",IV. Employment,,"INRA, Institut National de la Recherche Agronomique, FRANCE, Paris cedex 07","I am research director at INRA, a French Public Institute which is not involved in risk management. My current responsibility is the management of research activity dealing with food safety within the division ""alimentation humaine""",1981-01,now,2015-03-05,CEF_doi_002.pdf
"CRAVEDI, Jean-Pierre",IX. Other relevant interest,,"INRA, Institut National de la Recherche Agronomique, FRANCE, Paris cedex 07","Several projects on the effects of BPA, funded by INRA or other French public funding (ANR) are ongoing in the laboratory where I work. I'm not directly involved in these research projects.",2013-01,now,2015-03-05,CEF_doi_002.pdf
"CRAVEDI, Jean-Pierre",V. Occasional consultancy,,Danone,Analyses of water samples in order to detect possible endocrine disruptors,2009-10,2013-06,2015-03-05,CEF_doi_002.pdf
"CRAVEDI, Jean-Pierre",VI. Research funding,,European Commission (EC),"CASCADE (Chemicals as contaminants in the foodchain : a network of excellence for research, risk assessment and education), 6th FP.",2004-09,2009-09,2015-03-05,CEF_doi_002.pdf
"CRAVEDI, Jean-Pierre",VI. Research funding,,ANR –French National Research Agency,Framework integrating innovative screening models for endocrine disruption. French funded projects (ANR –French National Research Agency):,2008-09,2011-09,2015-03-05,CEF_doi_002.pdf
"CRAVEDI, Jean-Pierre",VI. Research funding,,"ANSES, Agence nationale de sécurité sanitaire de l'alimentation, de l'environnement et du travail, FRANCE, Maisons- Alfort","Mixtures of Polycyclic Aromatic Hydrocarbons: genotoxic effects and biomarkers. Program from the French Agency for Food, Environmental and Occupational Health and Safety",2010-09,now,2015-03-05,CEF_doi_002.pdf
"CRAVEDI, Jean-Pierre",VI. Research funding,,"EFSA, European Food Safety Authority, Italy, Parma",In vitro metabolic study on alkanes in hepatic microsomes from humans and rats. EFSA Negotiated Procedure (NP/EFSA/CONTAM/2011/03) 2011.,2011-06,2011-12,2015-03-05,CEF_doi_002.pdf
"CRAVEDI, Jean-Pierre",VI. Research funding,,"EFSA, European Food Safety Authority, Italy, Parma",Bioaccumulation and toxicity of mineral oil hydrocarbons in rats - specificity of different subclasses of a broad mixture relevant for human dietary exposures.,2013-10,now,2015-03-05,CEF_doi_002.pdf
"CRAVEDI, Jean-Pierre",VII. Intellectual property rights,,,NO INTEREST,,,2015-03-05,CEF_doi_002.pdf
"CRAVEDI, Jean-Pierre",VIII. Other memberships or affiliations,,,NO INTEREST,,,2015-03-05,CEF_doi_002.pdf
"CRAVEDI, Jean-Pierre",X. Interests of close family members,,,NO INTEREST,,,2015-03-05,CEF_doi_002.pdf
"ENGEL, Karl-Heinz",I. Economic interest,,,NO INTEREST,,,2015-09-25,CEF_doi_003.pdf
"ENGEL, Karl-Heinz",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-09-25,CEF_doi_003.pdf
"ENGEL, Karl-Heinz",III. Member of a scientific advisory entity,,"Deutsche Forschungsgemeinschaft (DFG), Senate Commission on Food Safety","Member of the DFG Senate Commission regarding food safety assessments (e.g, novel processes, use of microbial cultures, furanocoumarines, history of safe use) ""Occasional consultancy""",2003-01,now,2015-09-25,CEF_doi_003.pdf
"ENGEL, Karl-Heinz",III. Member of a scientific advisory entity,,Bundesinsitut für Risikobewertung (BfR),"Member of the BfR-Committee on Food Additives, Flavourings and Processing Aids Task: Advising the BfR regarding the risk assessment of flavouring substances (e.g. acetaldehyde) and processing aids (e.g. extraction solvents, bleaching agents) ""Occasional consultancy""",2008-04,now,2015-09-25,CEF_doi_003.pdf
"ENGEL, Karl-Heinz",III. Member of a scientific advisory entity,,Bundesinstitut für Risikobewertung (BfR),"Member of the BfR-Committee on Nutrition, Dietetic Products, Novel Foods and Allergies Task: Advising the BfR regarding the risk assessment of novel foods and novel food ingredients ""Occasional consultancy""",2008-04,now,2015-09-25,CEF_doi_003.pdf
"ENGEL, Karl-Heinz",IV. Employment,,Technische Universität München,Professor for Food Technology.,1995-12,now,2015-09-25,CEF_doi_003.pdf
"ENGEL, Karl-Heinz",IX. Other relevant interest,,,NO INTEREST,,,2015-09-25,CEF_doi_003.pdf
"ENGEL, Karl-Heinz",V. Occasional consultancy,,Dr Wilmar Schwabe,Advice on functional foods (subjects do not fall within the remit of the CEF Panel).,2007-01,2010-04,2015-09-25,CEF_doi_003.pdf
"ENGEL, Karl-Heinz",VI. Research funding,,"Frey + Lau, Silesia, Firmenich",Analysis of flavourings (paid to University). Subject not related to carvone.,2007-01,now,2015-09-25,CEF_doi_003.pdf
"ENGEL, Karl-Heinz",VI. Research funding,,Symrise,Research grant for PhD student. Subject: Investigation of plant extracts with flavour-modulating properties. No personal financial advantage; funding is paid to the university and used to employ the PhD student. Subject not related to carvone.,2007-05,2013-03,2015-09-25,CEF_doi_003.pdf
"ENGEL, Karl-Heinz",VI. Research funding,,European Commission DG Research and Innovation,"Estimation of dietary exposure to flavouring substances within the EU- Project FACET (Flavourings, Additives and Food Contact Materials Exposure Task)",2008-09,2012-08,2015-09-25,CEF_doi_003.pdf
"ENGEL, Karl-Heinz",VI. Research funding,,Symrise,Reseach grant for Master thesis "Sensory characterization of stevia extracts" (paid to the student).,2009-04,2009-09,2015-09-25,CEF_doi_003.pdf
"ENGEL, Karl-Heinz",VI. Research funding,,Symrise,Research grant for PhD student. Subject: Stability of flavourings. No personal financial advantage; funding is paid to the university and used to employ the PhD student. Subject not related to carvone.,2012-07,now,2015-09-25,CEF_doi_003.pdf
"ENGEL, Karl-Heinz",VI. Research funding,,Bayerisches Staatsministerium für Umwelt und Verbraucherschutz,Research grant: Analysis of phytosterols and phytosteryl esters in functional foods,2013-07,now,2015-09-25,CEF_doi_003.pdf
"ENGEL, Karl-Heinz",VI. Research funding,,German Research Council (DFG),Joint Sino-German research project: Characterization of rice and soybean low phytate mutant genes by means of metabolite profiling and seed phenomics,2014-04,now,2015-09-25,CEF_doi_003.pdf
"ENGEL, Karl-Heinz",VII. Intellectual property rights,,,NO INTEREST,,,2015-09-25,CEF_doi_003.pdf
"ENGEL, Karl-Heinz",VIII. Other memberships or affiliations,,German Society of Chemists (GDCh),Member,1987-01,now,2015-09-25,CEF_doi_003.pdf
"ENGEL, Karl-Heinz",VIII. Other memberships or affiliations,,American Chemical Society (ACS),Member,1987-01,now,2015-09-25,CEF_doi_003.pdf
"ENGEL, Karl-Heinz",X. Interests of close family members,,,NO INTEREST,,,2015-09-25,CEF_doi_003.pdf
"FOWLER, Paul",I. Economic interest,,,NO INTEREST,,,2014-11-19,CEF_doi_004.pdf
"FOWLER, Paul",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2014-11-19,CEF_doi_004.pdf
"FOWLER, Paul",III. Member of a scientific advisory entity,,,NO INTEREST,,,2014-11-19,CEF_doi_004.pdf
"FOWLER, Paul",IV. Employment,,"University of Aberdeen, Scottish Funding Council","For the last 5 years my research has focused on the effects of environmental and recreational chemicals on fetal development, health and reproductive function in humans and animals species, predominantly sheep and mice. Current post: August 2008 – Tenured Professor (Chair in Translational Medical Sciences), Division Applied Medicine, University of Aberdeen. SFC-funded, termination date 30.09.2024. My research has NOT specifically included studies of BPA by my own group.",1986-02,now,2014-11-19,CEF_doi_004.pdf
"FOWLER, Paul",IX. Other relevant interest,,Endocrinology,I am a member of the editorial board of the journal "Endocrinology",2014-01,now,2014-11-19,CEF_doi_004.pdf
"FOWLER, Paul",IX. Other relevant interest,,Endocrine Society,Economic costs of endocrine disrupting chemicals,2014-03,now,2014-11-19,CEF_doi_004.pdf
"FOWLER, Paul",IX. Other relevant interest,,European Commission COST,"Targeted Network Rapporteur. This is for “Gender, Science, Technology and Environment - genderSTE”. Targeted Networks are policy-driven initiatives approved by the CSO under the COST Plan for Strategic Activities. My duties are to assess progress made by the project and whether it should be extended further.",2014-03,now,2014-11-19,CEF_doi_004.pdf
"FOWLER, Paul",IX. Other relevant interest,,European Commission Research Executive Agency,"Expert evaluator of applications for Horizon 2020. At present I have NOT been asked to evaluate any applications and this is likely in part because I am a partner in 3 applications currently being considered by Horizon 2020. These are as follows: Partner in two Horizon 2020 research grant applications currently under consideration: 1.Placental “omics” Diagnostic tools for exposure and disease prevention (PLACENTOMICS), €6 million. 7 partners (Finland, Czech, Spain, Belgium (x2), Austria, UK). Aberdeen share €1million. 2.Innovation in Predictive Risk Assessment of Complex Mixtures of Mycotoxins and Persistent Organic Pollutants (PREDICTMIX), €8 million. 7 partners (Norway (x3), France, UK (x2), Germany). Aberdeen share €1million. Work-package leader in one Horizon 2020 MSCA ITN: 1.Endocrine disruptors; detection, mixtures, health effects, risk assessment and education (PROTECTEd), 8 academic/research institute partners (UK (x2), Norway (x3), Belgium, France, Chile) and 3 SMEs (UK, Netherlands, Belgium). Project designed for 15 ESRs.",2014-04,now,2014-11-19,CEF_doi_004.pdf
"FOWLER, Paul",IX. Other relevant interest,,Molecular & Cellular Endocrinology,I am a member of this Editorial Board,2014-11,now,2014-11-19,CEF_doi_004.pdf
"FOWLER, Paul",V. Occasional consultancy,,"Swedish Research Council Member, Standing Evaluation Panel, Environmental Pollution at the","Swedish Research Council Formas. This involved evaluating grant applications, including applications with direct analysis of BPA. However, only evaluated the projects, I played no role in the projects themselves, if funded.",2010-01,2010-12,2014-11-19,CEF_doi_004.pdf
"FOWLER, Paul",V. Occasional consultancy,,"Agence d'Evaluation de la Recherche et de l'Enseignement Supérieur (AERES), FRANCE","Assessment of research institutes and universities, confidential. Appointments are ad hoc, this is my second since 2013.",2014-11,now,2014-11-19,CEF_doi_004.pdf
"FOWLER, Paul",VI. Research funding,,Wellcome Trust,Effect of in-utero exposure to environmental chemicals via maternal pasture ingestion on fetal development. This work did not include specific analysis of BPA.,2007-05,2010-04,2014-11-19,CEF_doi_004.pdf
"FOWLER, Paul",VI. Research funding,,NHS R&D,Salary supplement for Wellcome project “Effect of in-utero exposure to environmental chemicals via maternal pasture ingestion on fetal development.” This work did not include specify analyses of BPA.,2007-05,2008-04,2014-11-19,CEF_doi_004.pdf
"FOWLER, Paul",VI. Research funding,,NHS Grampian,Does maternal smoking disrupt key developmental sex steroid hormones in the fetus? This project did not include specific analysis of BPA.,2008-04,2009-03,2014-11-19,CEF_doi_004.pdf
"FOWLER, Paul",VI. Research funding,,NHS Grampiian,Fetal human gonadal cannabinoid receptors: expression and effects of maternal smoking. This project did not include the specific analysis of BPA.,2009-04,2010-03,2014-11-19,CEF_doi_004.pdf
"FOWLER, Paul",VI. Research funding,,EC,"Investigation of effects of environmental chemicals in animal (sheep and mice) and human development and function, particularly in terms of reproduction. This work did not include any analysis of BPA.",2009-05,2011-10,2014-11-19,CEF_doi_004.pdf
"FOWLER, Paul",VI. Research funding,,CSO,Bioincubator system to model toxic effects on the human fetal testis. This project did not include specific analysis of BPA.,2010-01,2011-12,2014-11-19,CEF_doi_004.pdf
"FOWLER, Paul",VI. Research funding,,Holly Hill Trust,The effects of in utero exposure to di(2-ethylhexyl) phthalate (DEHP) and polychlorinated biphenyls via maternal ingestion on the foetal sheep ovary. This project did not include specific analysis of BPA.,2010-05,2010-08,2014-11-19,CEF_doi_004.pdf
"FOWLER, Paul",VI. Research funding,,Wellcome TRust,Prenatal programming of adult disease by maternal smoking: the adrenal gland as a key player?,2013-10,now,2014-11-19,CEF_doi_004.pdf
"FOWLER, Paul",VI. Research funding,,Medical Research Council The human fetal liver: development and response to maternal drug use. Society for Reproduction & Fertility,Does exposure to a complex cocktail of environmental chemicals during pregnancy and lactation alter metabolic and steroid hormone systems in the adult liver?,2014-01,now,2014-11-19,CEF_doi_004.pdf
"FOWLER, Paul",VII. Intellectual property rights,,,NO INTEREST,,,2014-11-19,CEF_doi_004.pdf
"FOWLER, Paul",VIII. Other memberships or affiliations,,Society for Reproduction & Fertility,"This is a research charity and was the chair of the council of management 2009-2013. Any small projects funded by this charity, which may have included BPA, are decided by a committee that is independent of me and I have played no role in any such project involving BPA. I now serve on the Programme Committee",2009-07,now,2014-11-19,CEF_doi_004.pdf
"FOWLER, Paul",X. Interests of close family members,,,NO INTEREST,,,2014-11-19,CEF_doi_004.pdf
"FRANZ, Roland",I. Economic interest,,,NO INTEREST,,,2015-08-07,CEF_doi_005.pdf
"FRANZ, Roland",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-08-07,CEF_doi_005.pdf
"FRANZ, Roland",III. Member of a scientific advisory entity,,BfR Bundesinstitut für Risikobewertung,"I am a member and chairman of German BfR's (German authority for risk assessment) Commission of Consumer Products. I am involved there in - the evaluation of petitions from industry for new substances in food contact materials, in particular paper&board and - scientific advise in relation to migratory food packaging safety issues or other consumer products. For this activity I do participate in 4-5 one-day meetings per year.",2001-01,now,2015-08-07,CEF_doi_005.pdf
"FRANZ, Roland",III. Member of a scientific advisory entity,,EU Commission - DG Sanco,I provided scientific/technical advise related to compliance testing/evaluation of Food Contact Materials when I was asked for that by DG Sanco of the EU Commission. I still do so currently: I am contributing to a working group coordinated by the the European Commission Joint Research Centre that has the objective to prepare a Guideline for migration testing according to the EU Regulation No. 10/2011. This activity takes me approximately 5-7 days per year.,2002-01,now,2015-08-07,CEF_doi_005.pdf
"FRANZ, Roland",IV. Employment,,Fraunhofer Institute for Process Engineering and Packaging (IVV),"I am working as senior scientist for Fraunhofer IVV, one of the 67 institutes of the Fraunhofer-Gesellschaft (FhG) which is a non-profit organisation for applied research. FhG is financed by around two thirds by public finance and performs also research work for or with industrial partners. FhG employees are salaried according to the fare conditions for public servants. FhG can be qualified as a legal entity pursuing objectives which are of public interest and acting with the neutrality required. At Fraunhofer IVV my function is head of department 'Product Safety and Analytical Chemistry'. It is my responsibility to ensure appropriate scientific competence and analytical equipment available to carry out our scientific research activities in the area of analytical measurement, physico-chemical understanding and theoretical modeling of mass transport processes from one matrix (e.g. food contact materials) into the adjacent matrix (e.g. foods or food simulants). A large field of research within my department is on interactions between packaging materials and foods. We develop for instance new, alternative test procedures or new and better analytical methods or develop further our scientific understanding of mass transport processes through dedicated model studies. We are performing contract work for both public and private enterprises and undertake research projects for a wide benefit to society. Areas of contract work are: - Quality assurance of packed foods and consumer protection in relation to packaging materials. This includes investigations to identify and clarify sources and causes of technical problems related to the production and performance of food packagings. - Studies in the area of food safety related to innovative technologies such as in the area of recycling of food packaging plastics or the use of nanomaterials food packages. - Migration studies for compliance evaluation of food contact applications with regard to national, European and US FDA requirements - Determination of contaminants in foods - Development of analytical methods for the above purposes - Very rarely (~1 time per year) we overtake submission of a dossier to EFSA on a new FCM substance to be used by industry. - More frequently, in the area of recycled plastics for food contact we have prepared numerous dossiers for industry for submission to US- FDA as well as for evaluation by the EFSA. This is still ongoing but a largely reduced rate now. Finally, outside of my department, my institute undertakes applied research in the area of food packing material developments including also technological developments in the area of ‘active&intelligent’ packaging material. Potential conflicts of interest (CoI): I see a CoI with CEF Panel in the area of PET recycling: Considering the large number of dossiers on PET recycling we have prepared and filed to EFSA I have to declare here a general CoI. This refers to PET recycling only. In case of other polymer types I do not see a CoI. In case we have been involved in the preparation of a dossier from industry I will have a CoI, of course. However, this will be addressed always in the particular specific declaration of interest (SDoI). Regardless to that I emphasise that I am payed for my work by Fraunhofer according to public salary tariffs and that I do not receive any additional private or industrial payments for my work.",1987-10,now,2015-08-07,CEF_doi_005.pdf
"FRANZ, Roland",IX. Other relevant interest,,Food Additives and Contaminants (Taylor & Francis) and 'Food Packaging and Shelf Life' (Elsevier),Since many years I am member of the International Editorial Board of the scientific Journal 'Food Additives and Contaminants'. My role is to give scientific advise and to referee manuscripts submitted to this Journal. Since May 2013 I am associate editor of the new scientific Journal 'Food Packaging and Shelf LIfe (Elsevier).,2002-01,now,2015-08-07,CEF_doi_005.pdf
"FRANZ, Roland",IX. Other relevant interest,,International Life Science Institute ILSI Europe,"From August 2010 - March 2011: Reviewer of an ILSI Europe Report entitled: 'Multilayer Packaging for Food and Beverages'. I reviewed this technical report from a scientific/technical point of view and gave comments on how to improve the scientific contents. This report was published as one of the ILSI Europe Report Series in July 2011. From mid 2011 - end 2012: Member of the Scientific Committee of the 5th International Symposium on 'Food Packaging - Scientific Developments supporting Safety and Innovation' which took place on 14-16 November 2012, Berlin, Germany. My role in this committee was to advise the Conference's Organising Committee on the programme. More specifically, I means reviewed applications for oral and poster presentation and made proposals for selection of presentations from a scientific point-of-view. I did not have the right to vote nor of veto. I did not receive any money for this. This Scientific Committee included 17 members coming from Universities, Research Institutes and National Food Safety Authorities. Industry was not represented in this Scientific Committee.. November 2012: I gave an oral presentation in the 5th International Symposium on 'Food Packaging - Scientific Developments supporting Safety and Innovation' which takes place on 14-16 November 2012, Berlin, Germany, which was organised by ILSI. In my lecture I presented results and conclusions from the EU Project 'FACET', more specifically from work package 4.2 on migration modelling.",2010-08,2012-12,2015-08-07,CEF_doi_005.pdf
"FRANZ, Roland",V. Occasional consultancy,,,NO INTEREST,,,2015-08-07,CEF_doi_005.pdf
