Full name,Nature of activity,Activity of a close family member,Organisation,Subject matter,Start date,End date,DOI date,PDF
"FACELLI, Piergiuseppe",II. Member of a managing entity or equivalent structure,,EFSA,Vice-chair of EFSA Management Board,2010-10,now,2015-09-02,MB_doi_002.pdf
"FACELLI, Piergiuseppe",II. Member of a managing entity or equivalent structure,,"Istituto zooprofilattico sperimentale del Piemonte, Liguria e Valle d'Aosta, Italy, Torino",Evaluation of th Insitute's management activities,2013-01,now,2015-09-02,MB_doi_002.pdf
"FACELLI, Piergiuseppe",III. Member of a scientific advisory entity,,,NO INTEREST,,,2015-09-02,MB_doi_002.pdf
"FACELLI, Piergiuseppe",IV. Employment,,"Ministry of Health - Department for veterinary public health, nutrition and food safety",Head of the Office for International Affairs,1997-01,now,2015-09-02,MB_doi_002.pdf
"FACELLI, Piergiuseppe",IX. Other relevant interest,,Presidency of the Council of Ministers,Member of the Central Commission for Health Professionals,2007-01,now,2015-09-02,MB_doi_002.pdf
"FACELLI, Piergiuseppe",V. Occasional consultancy,,Office International des Epizooties (OIE),Certified assessor of Performance of Veterinary Services - PVS,2008-01,now,2015-09-02,MB_doi_002.pdf
"FACELLI, Piergiuseppe",VI. Research funding,,,NO INTEREST,,,2015-09-02,MB_doi_002.pdf
"FACELLI, Piergiuseppe",VII. Intellectual property rights,,,NO INTEREST,,,2015-09-02,MB_doi_002.pdf
"FACELLI, Piergiuseppe",VIII. Other memberships or affiliations,,,NO INTEREST,,,2015-09-02,MB_doi_002.pdf
"FACELLI, Piergiuseppe",X. Interests of close family members,,,NO INTEREST,,,2015-09-02,MB_doi_002.pdf
"MICHAELIDOU-CANNA, Stella",I. Economic interest,,,NO INTEREST,,,2014-12-01,MB_doi_004.pdf
"MICHAELIDOU-CANNA, Stella",II. Member of a managing entity or equivalent structure,,Cyprus national Committee on Environment and Children's Health,"Chairman, Coordination, Research, training risk assessment and awareness raising/guidance to the public for prevention advising the g|overnment on interervention measures",2004-12,now,2014-12-01,MB_doi_004.pdf
"MICHAELIDOU-CANNA, Stella",II. Member of a managing entity or equivalent structure,,"State General Laboratory, Department of the Ministry of Health","Director, Function of institution: official control, surveillance and Research Areas: food safety/risk assessment, Drug, Environment, Forensic and consumer protection. Director and Advisor to the Governmnet on Environment and Health and Food safety. The institue provide support to Competent Authorities in the above fields.",2007-12,2009-12,2014-12-01,MB_doi_004.pdf
"MICHAELIDOU-CANNA, Stella",III. Member of a scientific advisory entity,,Pesticide Registration Board,"Member, Registration of Pesticides",2004-12,2009-12,2014-12-01,MB_doi_004.pdf
"MICHAELIDOU-CANNA, Stella",III. Member of a scientific advisory entity,,Food Safety Council,"Risk Assessment and Promotion of measure, Advisor to the government",2007-12,2009-12,2014-12-01,MB_doi_004.pdf
"MICHAELIDOU-CANNA, Stella",III. Member of a scientific advisory entity,,Food Council,"President, Food Quality and Safety, Advisor to the government",2007-12,2009-12,2014-12-01,MB_doi_004.pdf
"MICHAELIDOU-CANNA, Stella",III. Member of a scientific advisory entity,,"EFSA, European Food Safety Authority, Italy, Parma",Member - Advisory Forum (AF),2008-09,2009-12,2014-12-01,MB_doi_004.pdf
"MICHAELIDOU-CANNA, Stella",III. Member of a scientific advisory entity,,"EFSA, European Food Safety Authority, Italy, Parma",Member - Residues (PPR),2008-09,2009-09,2014-12-01,MB_doi_004.pdf
"MICHAELIDOU-CANNA, Stella",III. Member of a scientific advisory entity,,"EFSA, European Food Safety Authority, Italy, Parma",Member - PPR Panel 2006-2009 (PPR),2008-09,2009-09,2014-12-01,MB_doi_004.pdf
"MICHAELIDOU-CANNA, Stella",III. Member of a scientific advisory entity,,Drug Council,"President, Drug registration",2009-04,2009-12,2014-12-01,MB_doi_004.pdf
"MICHAELIDOU-CANNA, Stella",III. Member of a scientific advisory entity,,"International Pediatric Assosiaton (IPA), IPA, Illinois, UNITED STATES",Member of the Advisory Group on Environment and Health (TAG_ChE) odf the IPA Mandate of the Group is to improve the understanding of the effect of environment on child health within the pediatric community and support pediatric resources that will contribute to better understanding and improved health policy. Major efforts of the TAG-CHE are directed to strengthening the materials and tools that can be used in training. TAG-CHE recently collaborated with WHO in the revision of nineteen WHO PowerPoint modules in the Training Package on Children’s Environmental Health.,2014-06,now,2014-12-01,MB_doi_004.pdf
"MICHAELIDOU-CANNA, Stella",IV. Employment,,State General Laboratory,Senior Chemist,1991-01,2007-12,2014-12-01,MB_doi_004.pdf
"MICHAELIDOU-CANNA, Stella",IV. Employment,,Director State General Laboratory,"Management of Health System, Main advisor to Ministry of Children Environment and Health mainly on issues related to the effects of chemicals, indoor air and tobacco, food safety risk assessment. Member of PPR Panel of EFSA.",2007-12,2009-12,2014-12-01,MB_doi_004.pdf
"MICHAELIDOU-CANNA, Stella",IV. Employment,,Permanent Secretary Ministry of Health,"Policy making on issues of Public Health, Environment and Health, Food Safety, Development of Health Insurance System",2009-04,2009-12,2014-12-01,MB_doi_004.pdf
"MICHAELIDOU-CANNA, Stella",IX. Other relevant interest,,,NO INTEREST,,,2014-12-01,MB_doi_004.pdf
"MICHAELIDOU-CANNA, Stella",V. Occasional consultancy,,State general laboratory,Advice to Various Ninisries and technical support on issues of Food Safety and Environment and Health as well Risk Assessment and Communication,1991-12,2009-12,2014-12-01,MB_doi_004.pdf
"MICHAELIDOU-CANNA, Stella",V. Occasional consultancy,,EFSA,EFSA PPR Panel,2006-12,2009-12,2014-12-01,MB_doi_004.pdf
"MICHAELIDOU-CANNA, Stella",V. Occasional consultancy,,Member DG Sancco - SCHER,"Risk assesment on health and environmental Risk, Scientific Opinion and advice",2009-06,2013-03,2014-12-01,MB_doi_004.pdf
"MICHAELIDOU-CANNA, Stella",VI. Research funding,,"FP 7, UNOPS","research on pesticides, environment and health",1991-12,2008-11,2014-12-01,MB_doi_004.pdf
"MICHAELIDOU-CANNA, Stella",VI. Research funding,,National research foundation,research on passive smoking,2006-01,2009-12,2014-12-01,MB_doi_004.pdf
"MICHAELIDOU-CANNA, Stella",VII. Intellectual property rights,,,NO INTEREST,,,2014-12-01,MB_doi_004.pdf
"MICHAELIDOU-CANNA, Stella",VIII. Other memberships or affiliations,,Scientific Association of the Mediterranean Environmental Protection,Member of the Council.,2002-01,2009-10,2014-12-01,MB_doi_004.pdf
"MICHAELIDOU-CANNA, Stella",X. Interests of close family members,,,NO INTEREST,,,2014-12-01,MB_doi_004.pdf
"MIKO, Ladislav",I. Economic interest,,,NO INTEREST,,,2015-03-16,MB_doi_005.pdf
"MIKO, Ladislav",II. Member of a managing entity or equivalent structure,,Charles University,Member of the Board,2006-01,now,2015-03-16,MB_doi_005.pdf
"MIKO, Ladislav",III. Member of a scientific advisory entity,,"Biological Faculty, University of Life Sciences",Member of the Scientific Board,2003-10,now,2015-03-16,MB_doi_005.pdf
"MIKO, Ladislav",IV. Employment,,"Ministry of Environment, Czech Republic",Minister of Environment (May-December 2009),2009-05,2009-12,2015-03-16,MB_doi_005.pdf
"MIKO, Ladislav",IV. Employment,,European Commission,"2005 - 2010: Director ""Nature"", DG ENV Jan 2011 - now: Deputy Director-General for the Food Chain, DG SANTE November 2014 - now: acting Director General DG SANTE",2014-11,now,2015-03-16,MB_doi_005.pdf
"MIKO, Ladislav",IX. Other relevant interest,,"Biological faculty, University of Life Sciences",Teaching,2003-03,now,2015-03-16,MB_doi_005.pdf
"MIKO, Ladislav",IX. Other relevant interest,,Antwerp University,Teaching,2009-09,now,2015-03-16,MB_doi_005.pdf
"MIKO, Ladislav",IX. Other relevant interest,,"Charles University, Faculty of Sciences",Teaching,2009-10,now,2015-03-16,MB_doi_005.pdf
"MIKO, Ladislav",V. Occasional consultancy,,,NO INTEREST,,,2015-03-16,MB_doi_005.pdf
"MIKO, Ladislav",VI. Research funding,,,NO INTEREST,,,2015-03-16,MB_doi_005.pdf
"MIKO, Ladislav",VII. Intellectual property rights,,,NO INTEREST,,,2015-03-16,MB_doi_005.pdf
"MIKO, Ladislav",VIII. Other memberships or affiliations,,Partnership Foundation (Partnerstvi),Member of Board,2010-06,now,2015-03-16,MB_doi_005.pdf
"MIKO, Ladislav",X. Interests of close family members,,,NO INTEREST,,,2015-03-16,MB_doi_005.pdf
"MOUSING, Jan",I. Economic interest,,,NO INTEREST,,,2015-05-28,MB_doi_003.pdf
"MOUSING, Jan",II. Member of a managing entity or equivalent structure,,Lattec I/S,Board of Directors,2001-08,2002-12,2015-05-28,MB_doi_003.pdf
"MOUSING, Jan",II. Member of a managing entity or equivalent structure,,Danish Veterinary and Food Research,Board of Directors,2004-01,2005-08,2015-05-28,MB_doi_003.pdf
"MOUSING, Jan",II. Member of a managing entity or equivalent structure,,AgroTech,"Head of Board. AgroTech is an authorised technological service institute which offers impartial consultancy and provides technological services based on the latest knowledge. Fields of expertise cover agriculture and food. Target groups are the food industry, nurseries and suppliers to the agricultural industry: processing companies and suppliers of machinery, technology and other aids.",2011-02,2014-12,2015-05-28,MB_doi_003.pdf
"MOUSING, Jan",II. Member of a managing entity or equivalent structure,,Hortiadvice Scandinavia A/S,Head of Board. Hortiadvice Scandinavia A/S provides advisory services to the horticultural sector in Denmark and Scandinavia.,2012-01,2012-12,2015-05-28,MB_doi_003.pdf
"MOUSING, Jan",II. Member of a managing entity or equivalent structure,,Agro Business Park,"Chairman of the Board of Directors. Agro Business Park in Tjele, Denmark is a science park specialising in agriculture, bioenergy, environmental technologies and food processing.",2013-05,now,2015-05-28,MB_doi_003.pdf
"MOUSING, Jan",II. Member of a managing entity or equivalent structure,,European Technology Platform Food for Life,Member of the Board.,2013-06,now,2015-05-28,MB_doi_003.pdf
"MOUSING, Jan",II. Member of a managing entity or equivalent structure,,"Agro Business Innovation A/S (ABI), Agro Business Innovation A/S, Tjele, Denmark, DENMARK","Chairman - Board of Directors Agro Business Innovation A/S is an independent, venture capital company with resources for risk investments in the early stages of an agricultural or food company’s life.",2014-05,now,2015-05-28,MB_doi_003.pdf
"MOUSING, Jan",II. Member of a managing entity or equivalent structure,,"AgroTech A/S, Aarhus, DENMARK",Board Member,2015-01,now,2015-05-28,MB_doi_003.pdf
"MOUSING, Jan",III. Member of a scientific advisory entity,,Danish Agricultural and Research Council,Governmental body distributing funds for research,1997-08,2001-08,2015-05-28,MB_doi_003.pdf
"MOUSING, Jan",III. Member of a scientific advisory entity,,Danish Advisory Committee for Food Research,Governmental body developing R&D strategies and allocating funds,2005-08,2010-10,2015-05-28,MB_doi_003.pdf
"MOUSING, Jan",III. Member of a scientific advisory entity,,The Danish Academy of Technical Sciences,"The Danish Academy of Technical Sciences, ATV, is a private, independent institution, the object of which is to promote technological and scientific research and ensure the application of research results to further the creation of value and welfare in Danish society",2007-09,now,2015-05-28,MB_doi_003.pdf
"MOUSING, Jan",IV. Employment,,Federation of Danish Pig Producers and Slaughterhouses,R&D and management,1988-08,1999-12,2015-05-28,MB_doi_003.pdf
"MOUSING, Jan",IV. Employment,,FOSS A/S,Vice President R&D,2000-01,2002-12,2015-05-28,MB_doi_003.pdf
"MOUSING, Jan",IV. Employment,,Lattec I/S,Managing Director,2001-08,2005-08,2015-05-28,MB_doi_003.pdf
"MOUSING, Jan",IV. Employment,,Danish Veterinary and Food Research,Director General,2005-08,2007-08,2015-05-28,MB_doi_003.pdf
"MOUSING, Jan",IV. Employment,,Danish Veterinary and Food Administration,Chief Veterinary Officer,2007-09,2011-01,2015-05-28,MB_doi_003.pdf
"MOUSING, Jan",IV. Employment,,SEGES P/S,"SEGES P/S is a limited partnership company which offers solutions for the agriculture and food sector of tomorrow. SEGES develops business opportunities and services in close partnerships with customers, research institutions and companies worldwide. SEGES was formerly known as the Knowledge Centre for Agriculture and took its new name 1/1 2015 when the company acquired the Danish Pig Research Centre that was till then a part of the Danish Agriculture and Food Council.",2011-02,now,2015-05-28,MB_doi_003.pdf
"MOUSING, Jan",IV. Employment,,Danish Agriculture & Food Council,"Executive Director in the Danish Agriculture & Food Council. The Danish Agriculture & Food Council represents the farming and food industry of Denmark including businesses, trade and farmers’ associations.",2012-03,2014-12,2015-05-28,MB_doi_003.pdf
"MOUSING, Jan",IX. Other relevant interest,,,NO INTEREST,,,2015-05-28,MB_doi_003.pdf
"MOUSING, Jan",V. Occasional consultancy,,,NO INTEREST,,,2015-05-28,MB_doi_003.pdf
"MOUSING, Jan",VI. Research funding,,,NO INTEREST,,,2015-05-28,MB_doi_003.pdf
"MOUSING, Jan",VII. Intellectual property rights,,,NO INTEREST,,,2015-05-28,MB_doi_003.pdf
"MOUSING, Jan",VIII. Other memberships or affiliations,,Danish Veterinary Association,The only Danish association for Veterinarians,1985-08,now,2015-05-28,MB_doi_003.pdf
"O'ROURKE, Raymond",I. Economic interest,,,NO INTEREST,,,2015-09-19,MB_doi_006.pdf
"O'ROURKE, Raymond",II. Member of a managing entity or equivalent structure,,Consumers Association Of Ireland (CAI),CAI Council Member since 2009 and appointed Chairperson of CAI in June 2013. The CAI is a BEUC affiliated Consumer NGO.,2008-02,now,2015-09-19,MB_doi_006.pdf
"O'ROURKE, Raymond",II. Member of a managing entity or equivalent structure,,"Food Safety Authority of Ireland, IRELAND, Dublin","Board Member, Chair of Audit Committee",2013-02,now,2015-09-19,MB_doi_006.pdf
"O'ROURKE, Raymond",II. Member of a managing entity or equivalent structure,,"Bord Bia, Dublin. IRELAND, IRELAND","Bord Bia is the Irish Government's trade development & promotion body for the Irish food sector. The Management Board is responsible for any assests owned by Bord Bia, the keeping of proper Accounts and the prevention & detection of fraud.",2015-06,now,2015-09-19,MB_doi_006.pdf
"O'ROURKE, Raymond",III. Member of a scientific advisory entity,,GMOs Advisory Committee,Irish Government' s Advisory Committee on GMOs established by the Environmental Protection Agency (EPA) to give advice to the EPA on all GMO applications. Membership expired on 30 June 2014,2004-03,2014-06,2015-09-19,MB_doi_006.pdf
"O'ROURKE, Raymond",IV. Employment,,Food & Consumer Lawyer Own-practice providing legal services in the areas of food & consumer,affairs,2005-01,now,2015-09-19,MB_doi_006.pdf
"O'ROURKE, Raymond",V. Occasional consultancy,,"Icon, Koln, Germany",EU technical assistance project in St. Lucia. Drafted a Food Jurisdictional Law and various Food Standards for the St Lucia Bureau of Standards,2009-04,2009-11,2015-09-19,MB_doi_006.pdf
"O'ROURKE, Raymond",V. Occasional consultancy,,"Bord Bia, Ireland",Legal advice on Bord Bia's Quality Assurance Schemes,2010-02,2010-04,2015-09-19,MB_doi_006.pdf
"O'ROURKE, Raymond",V. Occasional consultancy,,"Agrotec, Rome, Italy",EU technical assistance project in Albania. Gave legal advice & drafted a new Veterinary Law and secondary legislation in line with the EU acquis communitaire,2010-04,2013-07,2015-09-19,MB_doi_006.pdf
"O'ROURKE, Raymond",V. Occasional consultancy,,BWG Ltd. Ireland,Legal advice on the labelling of numerous food products sold under the SPAR label in Ireland,2010-09,2010-11,2015-09-19,MB_doi_006.pdf
"O'ROURKE, Raymond",V. Occasional consultancy,,Country Markets Ltd,Legal advice to a co-operative organising country markets throughout Ireland every week. Work has been completed by means of a Hygiene Guide published by the Food Sfaety Authority of Ireland (FSAI),2011-01,2015-05,2015-09-19,MB_doi_006.pdf
"O'ROURKE, Raymond",V. Occasional consultancy,,"Agrotec, Rome, Italy",EU technical assistance project in Montenegro. Drafted legislation on classical swine fever & rabies in line with EU acquis communitaire,2011-01,2012-11,2015-09-19,MB_doi_006.pdf
"O'ROURKE, Raymond",V. Occasional consultancy,,Northwest Natural Products,Legal advice to a North American company on the labelling of food supplements for export to the EU,2011-02,2011-03,2015-09-19,MB_doi_006.pdf
"O'ROURKE, Raymond",V. Occasional consultancy,,Qatar National Food Security Programme (QNFSP),Drafted a new Food Safety Law and gave advice on the establishment of a Qatar Food Safety Authority,2012-02,2012-12,2015-09-19,MB_doi_006.pdf
"O'ROURKE, Raymond",V. Occasional consultancy,,"Kelkin Ltd, Ireland",Legal advice on the labelling of food products (breakfast cereals) and food supplements,2012-10,2012-12,2015-09-19,MB_doi_006.pdf
"O'ROURKE, Raymond",V. Occasional consultancy,,"West Cork Distillers Ltd, Ireland",Legal advice on an application to get approval to produce Irish Whiskey,2012-12,2013-03,2015-09-19,MB_doi_006.pdf
"O'ROURKE, Raymond",V. Occasional consultancy,,"GFA, Hamburg, GERMANY",EU Market Surveillance project in Serbia. Drafted EU-compliant laws on Organic Food & Food Contact Materials.,2013-03,2013-10,2015-09-19,MB_doi_006.pdf
"O'ROURKE, Raymond",V. Occasional consultancy,,"Transtec, Brussels, BELGIUM",EU- Indonesia Trade Support Project. Gave legal advice and completed three 2-day Workshops on EU Rules on Exporting Food Products to the EU.,2013-08,2013-09,2015-09-19,MB_doi_006.pdf
"O'ROURKE, Raymond",V. Occasional consultancy,,"Cardno, Brussels, BELGIUM","EU-China Trade Project II - provided legal advice and completed a Workshop on Food Safety Liability Insurance (Beijing, China)",2014-01,2014-02,2015-09-19,MB_doi_006.pdf
"O'ROURKE, Raymond",V. Occasional consultancy,,"GFA, Hamburg, GERMANY",EU Trade Policy project in Kosovo. Provided technical assistance to Kosovo Food & Veterinary Agency and Kosovo Ministry of Agriculture on plant health and food labelling issues.,2014-04,2014-06,2015-09-19,MB_doi_006.pdf
